Date,Brand_and_Source,Net Sentiment
2020-05-17,TIK 50D Digital Article Sentiment,1.880
2020-05-16,TIK 50D Digital Article Sentiment,1.874
2020-05-15,TIK 50D Digital Article Sentiment,1.848
2020-05-14,TIK 50D Digital Article Sentiment,1.813
2020-05-13,TIK 50D Digital Article Sentiment,1.817
2020-05-12,TIK 50D Digital Article Sentiment,1.793
2020-05-11,TIK 50D Digital Article Sentiment,1.794
2020-05-10,TIK 50D Digital Article Sentiment,1.736
2020-05-09,TIK 50D Digital Article Sentiment,1.684
2020-05-08,TIK 50D Digital Article Sentiment,1.647
2020-05-07,TIK 50D Digital Article Sentiment,1.585
2020-05-06,TIK 50D Digital Article Sentiment,1.541
2020-05-05,TIK 50D Digital Article Sentiment,1.499
2020-05-04,TIK 50D Digital Article Sentiment,1.399
2020-05-03,TIK 50D Digital Article Sentiment,1.394
2020-05-02,TIK 50D Digital Article Sentiment,1.391
2020-05-01,TIK 50D Digital Article Sentiment,1.339
2020-04-30,TIK 50D Digital Article Sentiment,1.315
2020-04-29,TIK 50D Digital Article Sentiment,1.295
2020-04-28,TIK 50D Digital Article Sentiment,1.255
2020-04-27,TIK 50D Digital Article Sentiment,1.211
2020-04-26,TIK 50D Digital Article Sentiment,1.147
2020-04-25,TIK 50D Digital Article Sentiment,1.072
2020-04-24,TIK 50D Digital Article Sentiment,1.021
2020-04-23,TIK 50D Digital Article Sentiment,0.968
2020-04-22,TIK 50D Digital Article Sentiment,0.922
2020-04-21,TIK 50D Digital Article Sentiment,0.924
2020-04-20,TIK 50D Digital Article Sentiment,0.897
2020-04-19,TIK 50D Digital Article Sentiment,0.846
2020-04-18,TIK 50D Digital Article Sentiment,0.830
2020-04-17,TIK 50D Digital Article Sentiment,0.794
2020-04-16,TIK 50D Digital Article Sentiment,0.747
2020-04-15,TIK 50D Digital Article Sentiment,0.722
2020-04-14,TIK 50D Digital Article Sentiment,0.702
2020-04-13,TIK 50D Digital Article Sentiment,0.672
2020-04-12,TIK 50D Digital Article Sentiment,0.692
2020-04-11,TIK 50D Digital Article Sentiment,0.684
2020-04-10,TIK 50D Digital Article Sentiment,0.651
2020-04-09,TIK 50D Digital Article Sentiment,0.672
2020-04-08,TIK 50D Digital Article Sentiment,0.618
2020-04-07,TIK 50D Digital Article Sentiment,0.613
2020-04-06,TIK 50D Digital Article Sentiment,0.612
2020-04-05,TIK 50D Digital Article Sentiment,0.600
2020-04-04,TIK 50D Digital Article Sentiment,0.611
2020-04-03,TIK 50D Digital Article Sentiment,0.621
2020-04-02,TIK 50D Digital Article Sentiment,0.583
2020-04-01,TIK 50D Digital Article Sentiment,0.542
2020-03-31,TIK 50D Digital Article Sentiment,0.542
2020-03-30,TIK 50D Digital Article Sentiment,0.544
2020-03-29,TIK 50D Digital Article Sentiment,0.548
2020-03-28,TIK 50D Digital Article Sentiment,0.540
2020-03-27,TIK 50D Digital Article Sentiment,0.518
2020-03-26,TIK 50D Digital Article Sentiment,0.538
2020-03-25,TIK 50D Digital Article Sentiment,0.533
2020-03-24,TIK 50D Digital Article Sentiment,0.470
2020-03-23,TIK 50D Digital Article Sentiment,0.440
2020-03-21,TIK 50D Digital Article Sentiment,0.375
2020-03-20,TIK 50D Digital Article Sentiment,0.403
2020-03-19,TIK 50D Digital Article Sentiment,0.415
2020-03-18,TIK 50D Digital Article Sentiment,0.372
2020-03-17,TIK 50D Digital Article Sentiment,0.398
2020-03-16,TIK 50D Digital Article Sentiment,0.431
2020-03-15,TIK 50D Digital Article Sentiment,0.493
2020-03-14,TIK 50D Digital Article Sentiment,0.589
2020-03-13,TIK 50D Digital Article Sentiment,0.543
2020-03-12,TIK 50D Digital Article Sentiment,0.565
2020-03-11,TIK 50D Digital Article Sentiment,0.618
2020-03-10,TIK 50D Digital Article Sentiment,0.618
2020-03-09,TIK 50D Digital Article Sentiment,0.670
2020-03-08,TIK 50D Digital Article Sentiment,0.699
2020-03-07,TIK 50D Digital Article Sentiment,0.730
2020-03-06,TIK 50D Digital Article Sentiment,0.775
2020-03-05,TIK 50D Digital Article Sentiment,0.860
2020-03-04,TIK 50D Digital Article Sentiment,0.917
2020-03-03,TIK 50D Digital Article Sentiment,0.968
2020-03-02,TIK 50D Digital Article Sentiment,1.041
2020-03-01,TIK 50D Digital Article Sentiment,1.107
2020-02-29,TIK 50D Digital Article Sentiment,1.174
2020-02-28,TIK 50D Digital Article Sentiment,1.167
2020-02-27,TIK 50D Digital Article Sentiment,1.156
2020-02-26,TIK 50D Digital Article Sentiment,1.185
2020-02-25,TIK 50D Digital Article Sentiment,1.224
2020-02-24,TIK 50D Digital Article Sentiment,1.254
2020-02-23,TIK 50D Digital Article Sentiment,1.290
2020-02-22,TIK 50D Digital Article Sentiment,1.305
2020-02-21,TIK 50D Digital Article Sentiment,1.246
2020-02-20,TIK 50D Digital Article Sentiment,1.224
2020-02-19,TIK 50D Digital Article Sentiment,1.260
2020-02-18,TIK 50D Digital Article Sentiment,1.279
2020-02-17,TIK 50D Digital Article Sentiment,1.275
2020-02-16,TIK 50D Digital Article Sentiment,1.256
2020-02-15,TIK 50D Digital Article Sentiment,1.258
2020-02-14,TIK 50D Digital Article Sentiment,1.286
2020-02-13,TIK 50D Digital Article Sentiment,1.294
2020-02-12,TIK 50D Digital Article Sentiment,1.267
2020-02-11,TIK 50D Digital Article Sentiment,1.318
2020-02-10,TIK 50D Digital Article Sentiment,1.383
2020-02-09,TIK 50D Digital Article Sentiment,1.358
2020-02-08,TIK 50D Digital Article Sentiment,1.363
2020-02-07,TIK 50D Digital Article Sentiment,1.377
2020-02-06,TIK 50D Digital Article Sentiment,1.402
2020-02-05,TIK 50D Digital Article Sentiment,1.467
2020-02-04,TIK 50D Digital Article Sentiment,1.454
2020-02-03,TIK 50D Digital Article Sentiment,1.445
2020-02-02,TIK 50D Digital Article Sentiment,1.527
2020-02-01,TIK 50D Digital Article Sentiment,1.557
2020-01-31,TIK 50D Digital Article Sentiment,1.645
2020-01-30,TIK 50D Digital Article Sentiment,1.640
2020-01-29,TIK 50D Digital Article Sentiment,1.668
2020-01-28,TIK 50D Digital Article Sentiment,1.711
2020-01-27,TIK 50D Digital Article Sentiment,1.665
2020-01-26,TIK 50D Digital Article Sentiment,1.723
2020-01-25,TIK 50D Digital Article Sentiment,1.687
2020-01-24,TIK 50D Digital Article Sentiment,1.605
2020-01-23,TIK 50D Digital Article Sentiment,1.629
2020-01-22,TIK 50D Digital Article Sentiment,1.603
2020-01-21,TIK 50D Digital Article Sentiment,1.573
2020-01-20,TIK 50D Digital Article Sentiment,1.533
2020-01-19,TIK 50D Digital Article Sentiment,1.515
2020-01-18,TIK 50D Digital Article Sentiment,1.528
2020-01-17,TIK 50D Digital Article Sentiment,1.449
2020-01-16,TIK 50D Digital Article Sentiment,1.399
2020-01-15,TIK 50D Digital Article Sentiment,1.339
2020-01-14,TIK 50D Digital Article Sentiment,1.344
2020-01-13,TIK 50D Digital Article Sentiment,1.369
2020-01-12,TIK 50D Digital Article Sentiment,1.372
2020-01-10,TIK 50D Digital Article Sentiment,1.299
2020-01-09,TIK 50D Digital Article Sentiment,1.272
2020-01-08,TIK 50D Digital Article Sentiment,1.374
2020-01-07,TIK 50D Digital Article Sentiment,1.425
2020-01-06,TIK 50D Digital Article Sentiment,1.396
2020-01-05,TIK 50D Digital Article Sentiment,1.428
2020-01-04,TIK 50D Digital Article Sentiment,1.458
2020-01-03,TIK 50D Digital Article Sentiment,1.469
2020-01-02,TIK 50D Digital Article Sentiment,1.506
2020-01-01,TIK 50D Digital Article Sentiment,1.512
2019-12-31,TIK 50D Digital Article Sentiment,1.533
2019-12-30,TIK 50D Digital Article Sentiment,1.518
2019-12-29,TIK 50D Digital Article Sentiment,1.445
2019-12-28,TIK 50D Digital Article Sentiment,1.465
2019-12-27,TIK 50D Digital Article Sentiment,1.476
2019-12-26,TIK 50D Digital Article Sentiment,1.451
2019-12-25,TIK 50D Digital Article Sentiment,1.399
2019-12-24,TIK 50D Digital Article Sentiment,1.357
2019-12-23,TIK 50D Digital Article Sentiment,1.386
2019-12-22,TIK 50D Digital Article Sentiment,1.397
2019-12-21,TIK 50D Digital Article Sentiment,1.347
2019-12-20,TIK 50D Digital Article Sentiment,1.354
2019-12-19,TIK 50D Digital Article Sentiment,1.343
2019-12-18,TIK 50D Digital Article Sentiment,1.341
2019-12-17,TIK 50D Digital Article Sentiment,1.290
2019-12-16,TIK 50D Digital Article Sentiment,1.219
2019-12-15,TIK 50D Digital Article Sentiment,1.224
2019-12-14,TIK 50D Digital Article Sentiment,1.280
2019-12-13,TIK 50D Digital Article Sentiment,1.263
2019-12-12,TIK 50D Digital Article Sentiment,1.260
2019-12-11,TIK 50D Digital Article Sentiment,1.268
2019-12-10,TIK 50D Digital Article Sentiment,1.284
2019-12-09,TIK 50D Digital Article Sentiment,1.308
2019-12-08,TIK 50D Digital Article Sentiment,1.324
2019-12-07,TIK 50D Digital Article Sentiment,1.393
2019-12-06,TIK 50D Digital Article Sentiment,1.340
2019-12-05,TIK 50D Digital Article Sentiment,1.333
2019-12-04,TIK 50D Digital Article Sentiment,1.362
2019-12-03,TIK 50D Digital Article Sentiment,1.383
2019-12-02,TIK 50D Digital Article Sentiment,1.408
2019-12-01,TIK 50D Digital Article Sentiment,1.410
2019-11-30,TIK 50D Digital Article Sentiment,1.441
2019-11-29,TIK 50D Digital Article Sentiment,1.382
2019-11-28,TIK 50D Digital Article Sentiment,1.382
2019-11-27,TIK 50D Digital Article Sentiment,1.412
2019-11-26,TIK 50D Digital Article Sentiment,1.506
2019-11-25,TIK 50D Digital Article Sentiment,1.544
2019-11-24,TIK 50D Digital Article Sentiment,1.530
2019-11-23,TIK 50D Digital Article Sentiment,1.503
2019-11-22,TIK 50D Digital Article Sentiment,1.449
2019-11-21,TIK 50D Digital Article Sentiment,1.420
2019-11-20,TIK 50D Digital Article Sentiment,1.377
2019-11-19,TIK 50D Digital Article Sentiment,1.393
2019-11-18,TIK 50D Digital Article Sentiment,1.402
2019-11-17,TIK 50D Digital Article Sentiment,1.348
2019-11-16,TIK 50D Digital Article Sentiment,1.341
2019-11-15,TIK 50D Digital Article Sentiment,1.304
2019-11-14,TIK 50D Digital Article Sentiment,1.243
2019-11-13,TIK 50D Digital Article Sentiment,1.257
2019-11-12,TIK 50D Digital Article Sentiment,1.314
2019-11-11,TIK 50D Digital Article Sentiment,1.346
2019-11-10,TIK 50D Digital Article Sentiment,1.333
2019-11-09,TIK 50D Digital Article Sentiment,1.378
2019-11-08,TIK 50D Digital Article Sentiment,1.358
2019-11-07,TIK 50D Digital Article Sentiment,1.371
2019-11-06,TIK 50D Digital Article Sentiment,1.339
2019-11-05,TIK 50D Digital Article Sentiment,1.417
2019-11-04,TIK 50D Digital Article Sentiment,1.417
2019-11-03,TIK 50D Digital Article Sentiment,1.428
2019-11-02,TIK 50D Digital Article Sentiment,1.412
2019-11-01,TIK 50D Digital Article Sentiment,1.475
2019-10-31,TIK 50D Digital Article Sentiment,1.529
2019-10-30,TIK 50D Digital Article Sentiment,1.565
2019-10-29,TIK 50D Digital Article Sentiment,1.591
2019-10-28,TIK 50D Digital Article Sentiment,1.585
2019-10-27,TIK 50D Digital Article Sentiment,1.656
2019-10-26,TIK 50D Digital Article Sentiment,1.589
2019-10-25,TIK 50D Digital Article Sentiment,1.594
2019-10-24,TIK 50D Digital Article Sentiment,1.631
2019-10-23,TIK 50D Digital Article Sentiment,1.641
2019-10-22,TIK 50D Digital Article Sentiment,1.653
2019-10-21,TIK 50D Digital Article Sentiment,1.589
2019-10-20,TIK 50D Digital Article Sentiment,1.561
2019-10-19,TIK 50D Digital Article Sentiment,1.514
2019-10-18,TIK 50D Digital Article Sentiment,1.475
2019-10-17,TIK 50D Digital Article Sentiment,1.465
2019-10-16,TIK 50D Digital Article Sentiment,1.453
2019-10-15,TIK 50D Digital Article Sentiment,1.504
2019-10-14,TIK 50D Digital Article Sentiment,1.481
2019-10-13,TIK 50D Digital Article Sentiment,1.508
2019-10-11,TIK 50D Digital Article Sentiment,1.527
2019-10-10,TIK 50D Digital Article Sentiment,1.566
2019-10-09,TIK 50D Digital Article Sentiment,1.598
2019-10-08,TIK 50D Digital Article Sentiment,1.605
2019-10-07,TIK 50D Digital Article Sentiment,1.598
2019-10-06,TIK 50D Digital Article Sentiment,1.557
2019-10-05,TIK 50D Digital Article Sentiment,1.598
2019-10-04,TIK 50D Digital Article Sentiment,1.631
2019-10-03,TIK 50D Digital Article Sentiment,1.616
2019-10-02,TIK 50D Digital Article Sentiment,1.664
2019-10-01,TIK 50D Digital Article Sentiment,1.620
2019-09-30,TIK 50D Digital Article Sentiment,1.666
2019-09-29,TIK 50D Digital Article Sentiment,1.607
2019-09-28,TIK 50D Digital Article Sentiment,1.584
2019-09-27,TIK 50D Digital Article Sentiment,1.628
2019-09-26,TIK 50D Digital Article Sentiment,1.615
2019-09-25,TIK 50D Digital Article Sentiment,1.667
2019-09-24,TIK 50D Digital Article Sentiment,1.687
2019-09-23,TIK 50D Digital Article Sentiment,1.606
2019-09-22,TIK 50D Digital Article Sentiment,1.551
2019-09-21,TIK 50D Digital Article Sentiment,1.479
2019-09-20,TIK 50D Digital Article Sentiment,1.508
2019-09-19,TIK 50D Digital Article Sentiment,1.528
2019-09-18,TIK 50D Digital Article Sentiment,1.596
2019-09-17,TIK 50D Digital Article Sentiment,1.610
2019-09-13,TIK 50D Digital Article Sentiment,1.685
2019-09-12,TIK 50D Digital Article Sentiment,1.644
2019-09-11,TIK 50D Digital Article Sentiment,1.675
2019-09-10,TIK 50D Digital Article Sentiment,1.679
2019-09-09,TIK 50D Digital Article Sentiment,1.640
2019-09-07,TIK 50D Digital Article Sentiment,1.621
2019-09-06,TIK 50D Digital Article Sentiment,1.595
2019-09-05,TIK 50D Digital Article Sentiment,1.585
2019-09-04,TIK 50D Digital Article Sentiment,1.564
2019-09-03,TIK 50D Digital Article Sentiment,1.604
2019-09-01,TIK 50D Digital Article Sentiment,1.616
2019-08-31,TIK 50D Digital Article Sentiment,1.661
2019-08-30,TIK 50D Digital Article Sentiment,1.601
2019-08-29,TIK 50D Digital Article Sentiment,1.527
2019-08-27,TIK 50D Digital Article Sentiment,1.485
2019-08-25,TIK 50D Digital Article Sentiment,1.385
2019-08-24,TIK 50D Digital Article Sentiment,1.439
2019-08-23,TIK 50D Digital Article Sentiment,1.382
2019-08-22,TIK 50D Digital Article Sentiment,1.389
2019-08-21,TIK 50D Digital Article Sentiment,1.408
2019-08-20,TIK 50D Digital Article Sentiment,1.388
2019-08-19,TIK 50D Digital Article Sentiment,1.443
2019-08-18,TIK 50D Digital Article Sentiment,1.386
2019-08-16,TIK 50D Digital Article Sentiment,1.411
2019-08-15,TIK 50D Digital Article Sentiment,1.428
2019-08-14,TIK 50D Digital Article Sentiment,1.443
2019-08-13,TIK 50D Digital Article Sentiment,1.399
2019-08-12,TIK 50D Digital Article Sentiment,1.326
2019-08-10,TIK 50D Digital Article Sentiment,1.312
2019-08-09,TIK 50D Digital Article Sentiment,1.339
2019-08-08,TIK 50D Digital Article Sentiment,1.328
2019-08-07,TIK 50D Digital Article Sentiment,1.257
2019-08-06,TIK 50D Digital Article Sentiment,1.191
2019-08-05,TIK 50D Digital Article Sentiment,1.115
2019-08-04,TIK 50D Digital Article Sentiment,1.070
2019-08-03,TIK 50D Digital Article Sentiment,1.066
2019-08-02,TIK 50D Digital Article Sentiment,1.061
2019-08-01,TIK 50D Digital Article Sentiment,1.102
2019-07-31,TIK 50D Digital Article Sentiment,1.089
2019-07-30,TIK 50D Digital Article Sentiment,1.078
2019-07-29,TIK 50D Digital Article Sentiment,1.054
2019-07-28,TIK 50D Digital Article Sentiment,1.012
2019-07-27,TIK 50D Digital Article Sentiment,1.026
2019-07-26,TIK 50D Digital Article Sentiment,1.017
2019-07-25,TIK 50D Digital Article Sentiment,1.055
2019-07-24,TIK 50D Digital Article Sentiment,1.116
2019-07-23,TIK 50D Digital Article Sentiment,1.148
2019-07-22,TIK 50D Digital Article Sentiment,1.132
2019-07-21,TIK 50D Digital Article Sentiment,1.063
2019-07-20,TIK 50D Digital Article Sentiment,1.039
2019-07-19,TIK 50D Digital Article Sentiment,1.037
2019-07-18,TIK 50D Digital Article Sentiment,1.032
2019-07-17,TIK 50D Digital Article Sentiment,1.077
2019-07-16,TIK 50D Digital Article Sentiment,1.027
2019-07-15,TIK 50D Digital Article Sentiment,1.076
2019-07-14,TIK 50D Digital Article Sentiment,1.055
2019-07-13,TIK 50D Digital Article Sentiment,1.005
2019-07-12,TIK 50D Digital Article Sentiment,0.991
2019-07-11,TIK 50D Digital Article Sentiment,0.997
2019-07-10,TIK 50D Digital Article Sentiment,1.040
2019-07-09,TIK 50D Digital Article Sentiment,1.022
2019-07-08,TIK 50D Digital Article Sentiment,0.978
2019-07-07,TIK 50D Digital Article Sentiment,0.958
2019-07-05,TIK 50D Digital Article Sentiment,1.028
2019-07-04,TIK 50D Digital Article Sentiment,1.108
2019-07-03,TIK 50D Digital Article Sentiment,1.205
2019-07-02,TIK 50D Digital Article Sentiment,1.205
2019-07-01,TIK 50D Digital Article Sentiment,1.195
2019-06-30,TIK 50D Digital Article Sentiment,1.214
2019-06-29,TIK 50D Digital Article Sentiment,1.196
2019-06-28,TIK 50D Digital Article Sentiment,1.196
2019-06-27,TIK 50D Digital Article Sentiment,1.172
2019-06-26,TIK 50D Digital Article Sentiment,1.190
2019-06-25,TIK 50D Digital Article Sentiment,1.125
2019-06-24,TIK 50D Digital Article Sentiment,1.078
2019-06-23,TIK 50D Digital Article Sentiment,0.990
2019-06-22,TIK 50D Digital Article Sentiment,0.979
2019-06-21,TIK 50D Digital Article Sentiment,1.079
2019-06-20,TIK 50D Digital Article Sentiment,1.069
2019-06-19,TIK 50D Digital Article Sentiment,1.086
2019-06-18,TIK 50D Digital Article Sentiment,1.094
2019-06-17,TIK 50D Digital Article Sentiment,1.116
2019-06-16,TIK 50D Digital Article Sentiment,1.098
2019-06-14,TIK 50D Digital Article Sentiment,1.085
2019-06-13,TIK 50D Digital Article Sentiment,1.137
2019-06-12,TIK 50D Digital Article Sentiment,1.243
2019-06-08,TIK 50D Digital Article Sentiment,1.227
2019-06-07,TIK 50D Digital Article Sentiment,1.224
2019-06-04,TIK 50D Digital Article Sentiment,1.225
2019-06-03,TIK 50D Digital Article Sentiment,1.233
2019-06-02,TIK 50D Digital Article Sentiment,1.259
2019-06-01,TIK 50D Digital Article Sentiment,1.226
2019-05-31,TIK 50D Digital Article Sentiment,1.254
2019-05-30,TIK 50D Digital Article Sentiment,1.313
2019-05-29,TIK 50D Digital Article Sentiment,1.253
2019-05-28,TIK 50D Digital Article Sentiment,1.220
2019-05-27,TIK 50D Digital Article Sentiment,1.195
2019-05-26,TIK 50D Digital Article Sentiment,1.195
2019-05-25,TIK 50D Digital Article Sentiment,1.201
2019-05-24,TIK 50D Digital Article Sentiment,1.220
2019-05-23,TIK 50D Digital Article Sentiment,1.192
2019-05-22,TIK 50D Digital Article Sentiment,1.159
2019-05-21,TIK 50D Digital Article Sentiment,1.084
2019-05-20,TIK 50D Digital Article Sentiment,1.061
2019-05-17,TIK 50D Digital Article Sentiment,0.982
2019-05-16,TIK 50D Digital Article Sentiment,0.979
2019-05-14,TIK 50D Digital Article Sentiment,1.015
2019-05-13,TIK 50D Digital Article Sentiment,1.001
2019-05-12,TIK 50D Digital Article Sentiment,0.950
2019-05-11,TIK 50D Digital Article Sentiment,0.868
2019-05-10,TIK 50D Digital Article Sentiment,0.797
2019-05-09,TIK 50D Digital Article Sentiment,0.797
2019-05-08,TIK 50D Digital Article Sentiment,0.783
2019-05-07,TIK 50D Digital Article Sentiment,0.733
2019-05-04,TIK 50D Digital Article Sentiment,0.667
2019-05-03,TIK 50D Digital Article Sentiment,0.595
2019-05-01,TIK 50D Digital Article Sentiment,0.575
2019-04-30,TIK 50D Digital Article Sentiment,0.570
2019-04-29,TIK 50D Digital Article Sentiment,0.498
2019-04-28,TIK 50D Digital Article Sentiment,0.483
2019-04-26,TIK 50D Digital Article Sentiment,0.483
2019-04-25,TIK 50D Digital Article Sentiment,0.509
2019-04-24,TIK 50D Digital Article Sentiment,0.562
2019-04-23,TIK 50D Digital Article Sentiment,0.607
2019-04-22,TIK 50D Digital Article Sentiment,0.607
2019-04-21,TIK 50D Digital Article Sentiment,0.647
2019-04-20,TIK 50D Digital Article Sentiment,0.647
2019-04-19,TIK 50D Digital Article Sentiment,0.640
2019-04-18,TIK 50D Digital Article Sentiment,0.660
2019-04-17,TIK 50D Digital Article Sentiment,0.676
2019-04-16,TIK 50D Digital Article Sentiment,0.710
2019-04-15,TIK 50D Digital Article Sentiment,0.711
2019-04-14,TIK 50D Digital Article Sentiment,0.724
2019-04-13,TIK 50D Digital Article Sentiment,0.744
2019-04-12,TIK 50D Digital Article Sentiment,0.637
2019-04-11,TIK 50D Digital Article Sentiment,0.617
2019-04-10,TIK 50D Digital Article Sentiment,0.622
2019-04-09,TIK 50D Digital Article Sentiment,0.605
2019-04-08,TIK 50D Digital Article Sentiment,0.625
2019-04-07,TIK 50D Digital Article Sentiment,0.644
2019-04-06,TIK 50D Digital Article Sentiment,0.625
2019-04-05,TIK 50D Digital Article Sentiment,0.647
2019-04-04,TIK 50D Digital Article Sentiment,0.608
2019-04-03,TIK 50D Digital Article Sentiment,0.569
2019-04-01,TIK 50D Digital Article Sentiment,0.586
2019-03-31,TIK 50D Digital Article Sentiment,0.593
2019-03-30,TIK 50D Digital Article Sentiment,0.568
2019-03-29,TIK 50D Digital Article Sentiment,0.570
2019-03-28,TIK 50D Digital Article Sentiment,0.600
2019-03-27,TIK 50D Digital Article Sentiment,0.600
2019-03-25,TIK 50D Digital Article Sentiment,0.619
2019-03-25,TIK 50D Digital Article Sentiment,0.647
2019-03-25,TIK 50D Digital Article Sentiment,0.619
2019-03-25,TIK 50D Digital Article Sentiment,0.647
2019-03-22,TIK 50D Digital Article Sentiment,0.675
2019-03-22,TIK 50D Digital Article Sentiment,0.721
2019-03-22,TIK 50D Digital Article Sentiment,0.675
2019-03-22,TIK 50D Digital Article Sentiment,0.721
2019-03-21,TIK 50D Digital Article Sentiment,0.767
2019-03-21,TIK 50D Digital Article Sentiment,0.736
2019-03-21,TIK 50D Digital Article Sentiment,0.767
2019-03-21,TIK 50D Digital Article Sentiment,0.736
2020-09-15,TIK 21D Social Media Sentiment,0.894
2020-09-15,TIK 21D Social Media Sentiment,0.968
2020-09-15,TIK 21D Social Media Sentiment,0.894
2020-09-15,TIK 21D Social Media Sentiment,0.968
2020-09-14,TIK 21D Social Media Sentiment,0.982
2020-09-14,TIK 21D Social Media Sentiment,0.997
2020-09-14,TIK 21D Social Media Sentiment,0.982
2020-09-14,TIK 21D Social Media Sentiment,0.997
2020-09-13,TIK 21D Social Media Sentiment,0.953
2020-09-13,TIK 21D Social Media Sentiment,0.872
2020-09-13,TIK 21D Social Media Sentiment,0.953
2020-09-13,TIK 21D Social Media Sentiment,0.872
2020-09-12,TIK 21D Social Media Sentiment,0.838
2020-09-12,TIK 21D Social Media Sentiment,0.829
2020-09-12,TIK 21D Social Media Sentiment,0.838
2020-09-12,TIK 21D Social Media Sentiment,0.829
2020-09-11,TIK 21D Social Media Sentiment,0.883
2020-09-11,TIK 21D Social Media Sentiment,0.960
2020-09-11,TIK 21D Social Media Sentiment,0.883
2020-09-11,TIK 21D Social Media Sentiment,0.960
2020-09-10,TIK 21D Social Media Sentiment,1.003
2020-09-10,TIK 21D Social Media Sentiment,1.016
2020-09-10,TIK 21D Social Media Sentiment,1.003
2020-09-10,TIK 21D Social Media Sentiment,1.016
2020-09-09,TIK 21D Social Media Sentiment,1.062
2020-09-09,TIK 21D Social Media Sentiment,1.107
2020-09-09,TIK 21D Social Media Sentiment,1.062
2020-09-09,TIK 21D Social Media Sentiment,1.107
2020-09-08,TIK 21D Social Media Sentiment,1.149
2020-09-08,TIK 21D Social Media Sentiment,1.240
2020-09-08,TIK 21D Social Media Sentiment,1.149
2020-09-08,TIK 21D Social Media Sentiment,1.240
2020-09-07,TIK 21D Social Media Sentiment,1.330
2020-09-07,TIK 21D Social Media Sentiment,1.433
2020-09-07,TIK 21D Social Media Sentiment,1.330
2020-09-07,TIK 21D Social Media Sentiment,1.433
2020-09-06,TIK 21D Social Media Sentiment,1.474
2020-09-06,TIK 21D Social Media Sentiment,1.482
2020-09-06,TIK 21D Social Media Sentiment,1.474
2020-09-06,TIK 21D Social Media Sentiment,1.482
2020-09-05,TIK 21D Social Media Sentiment,1.537
2020-09-05,TIK 21D Social Media Sentiment,1.507
2020-09-05,TIK 21D Social Media Sentiment,1.537
2020-09-05,TIK 21D Social Media Sentiment,1.507
2020-09-04,TIK 21D Social Media Sentiment,1.521
2020-09-04,TIK 21D Social Media Sentiment,1.596
2020-09-04,TIK 21D Social Media Sentiment,1.521
2020-09-04,TIK 21D Social Media Sentiment,1.596
2020-09-03,TIK 21D Social Media Sentiment,1.645
2020-09-03,TIK 21D Social Media Sentiment,1.754
2020-09-03,TIK 21D Social Media Sentiment,1.645
2020-09-03,TIK 21D Social Media Sentiment,1.754
2020-09-02,TIK 21D Social Media Sentiment,1.842
2020-09-02,TIK 21D Social Media Sentiment,1.882
2020-09-02,TIK 21D Social Media Sentiment,1.842
2020-09-02,TIK 21D Social Media Sentiment,1.882
2020-09-01,TIK 21D Social Media Sentiment,1.919
2020-09-01,TIK 21D Social Media Sentiment,1.893
2020-09-01,TIK 21D Social Media Sentiment,1.919
2020-09-01,TIK 21D Social Media Sentiment,1.893
2020-08-31,TIK 21D Social Media Sentiment,1.817
2020-08-31,TIK 21D Social Media Sentiment,1.774
2020-08-31,TIK 21D Social Media Sentiment,1.817
2020-08-31,TIK 21D Social Media Sentiment,1.774
2020-08-30,TIK 21D Social Media Sentiment,1.752
2020-08-30,TIK 21D Social Media Sentiment,1.698
2020-08-30,TIK 21D Social Media Sentiment,1.752
2020-08-30,TIK 21D Social Media Sentiment,1.698
2020-08-29,TIK 21D Social Media Sentiment,1.594
2020-08-29,TIK 21D Social Media Sentiment,1.494
2020-08-29,TIK 21D Social Media Sentiment,1.594
2020-08-29,TIK 21D Social Media Sentiment,1.494
2020-08-28,TIK 21D Social Media Sentiment,1.424
2020-08-28,TIK 21D Social Media Sentiment,1.355
2020-08-28,TIK 21D Social Media Sentiment,1.424
2020-08-28,TIK 21D Social Media Sentiment,1.355
2020-08-27,TIK 21D Social Media Sentiment,1.225
2020-08-27,TIK 21D Social Media Sentiment,1.158
2020-08-27,TIK 21D Social Media Sentiment,1.225
2020-08-27,TIK 21D Social Media Sentiment,1.158
2020-08-26,TIK 21D Social Media Sentiment,1.100
2020-08-26,TIK 21D Social Media Sentiment,0.996
2020-08-26,TIK 21D Social Media Sentiment,1.100
2020-08-26,TIK 21D Social Media Sentiment,0.996
2020-08-25,TIK 21D Social Media Sentiment,0.865
2020-08-25,TIK 21D Social Media Sentiment,0.691
2020-08-25,TIK 21D Social Media Sentiment,0.865
2020-08-25,TIK 21D Social Media Sentiment,0.691
2020-08-24,TIK 21D Social Media Sentiment,0.541
2020-08-24,TIK 21D Social Media Sentiment,0.416
2020-08-24,TIK 21D Social Media Sentiment,0.541
2020-08-24,TIK 21D Social Media Sentiment,0.416
2020-08-23,TIK 21D Social Media Sentiment,0.311
2020-08-23,TIK 21D Social Media Sentiment,0.227
2020-08-23,TIK 21D Social Media Sentiment,0.311
2020-08-23,TIK 21D Social Media Sentiment,0.227
2020-08-22,TIK 21D Social Media Sentiment,0.094
2020-08-22,TIK 21D Social Media Sentiment,-0.036
2020-08-22,TIK 21D Social Media Sentiment,0.094
